,Name,Financial Status,Paid at,Fulfillment Status,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem fulfillment status,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Tags,Risk Level,Source,Color ,Tax 3 Name,item_quantity
659,#1660,partially_refunded,,partial,yes,USD,277.5,0.0,0.0,277.5,,0.0,Free Shipping (Fedex Ground),9/19/16 14:38,12,2.0,,fulfilled,117 Bay Street,117 Bay Street,,Rochelle's,Westerly,2891,RI,US,,,,Shopify Payments,6.0,vera,,Low,web, Olive,,117
660,#1661,partially_refunded,,partial,yes,USD,74.75,9.39,0.0,84.14,,0.0,FedEx Ground,9/20/16 7:39,1,20.0,,fulfilled,69 Lucerne Road,69 Lucerne Road,,Glossy Design,Springfield,1119,MA,US,,,,Shopify Payments,7.0,USJewelryhouse,,Low,web, Burgundy,,6
661,#1662,partially_refunded,,partial,yes,USD,104.75,9.39,0.0,114.14,,0.0,FedEx Ground,9/20/16 11:43,1,4.0,,pending,98 summit way,98 summit way,,"A Bling Affair, inc",syosset,11791,NY,US,,,,Shopify Payments,86.89,core,,Low,web, Caramel,,10
662,#1663,partially_refunded,,partial,yes,USD,236.28,11.05,0.0,247.33,,0.0,FedEx Ground,9/20/16 14:46,1,9.0,7.0,pending,"1701 s. alexander street , suite 102",1701 s. alexander street ,suite 102,your family jeweler,plant city ,33566,FL,US,,,,Shopify Payments,54.75,Hush,,Low,web, Brown,,37
663,#1664,partially_refunded,,partial,yes,USD,152.58,9.39,0.0,161.97,,0.0,FedEx Ground,9/20/16 15:18,1,4.75,3.0,fulfilled,230 Lake Ave.,230 Lake Ave.,,G's hair salon,Saint James,11780,NY,US,,,,Shopify Payments,11.75,USJewelryhouse,,Low,web, Burnish Silver,,54
664,#1665,paid,9/20/16 18:36,fulfilled,yes,USD,78.0,9.39,0.0,87.39,,0.0,FedEx Ground,9/20/16 18:36,6,6.0,,fulfilled,116 devon st apt 2,116 devon st apt 2,,Layersof.com,Dorchester,2121,MA,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Silver,,13
665,#1666,paid,9/20/16 19:54,fulfilled,yes,USD,64.5,9.39,0.0,73.89,,0.0,FedEx Ground,9/20/16 19:54,3,5.0,,fulfilled,"Petrune, 126 East State Street",Petrune,126 East State Street,Petrune,Ithaca,14850,NY,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Mustard,,15
666,#1667,partially_refunded,,partial,yes,USD,12770.25,0.0,0.0,12770.25,,0.0,Free Shipping (Fedex Ground),9/21/16 10:40,36,7.75,14.5,pending,1121 Jackson St NE,1121 Jackson St NE,,Primp Boutique,Minneapolis,55413,MN,US,,,,Shopify Payments,4003.34,romance,,Low,web, 1+,,2112
667,#1668,partially_refunded,,partial,yes,USD,2771.55,0.0,0.0,2771.55,10OFF500,307.95,Free Shipping (Fedex Ground),9/21/16 10:46,4,3.0,5.0,fulfilled,8516 County 107,8516 County 107,,Design by Nina,Nisswa,56468,MN,US,,,,Shopify Payments,725.83,vera,,Low,web, Silver,,737
668,#1669,partially_refunded,,partial,yes,USD,182.25,9.39,0.0,191.64,,0.0,FedEx Ground,9/21/16 10:59,5,2.0,3.75,fulfilled,"28 N. College St, Holand Union Building",28 N. College St,Holand Union Building,Attention Bella U,Carlisle ,17013,PA,US,,,,Shopify Payments,14.0,vera,,Low,web, Black,,43
669,#1670,partially_refunded,,partial,no,USD,414.0,22.76,0.0,436.76,,0.0,FedEx Ground,9/21/16 13:58,1,3.0,6.0,fulfilled,42 Mill River Drive,42 Mill River Drive,,avondayle LTD,Maple,L6A0Z1,ON,CA,,,,PayPal Express Checkout,97.0,USJewelryhouse,,Low,web, Gold,,64
670,#1671,partially_refunded,,partial,yes,USD,36.75,9.39,0.0,46.14,,0.0,FedEx Ground,9/21/16 16:43,1,3.75,,pending,"4825 butler road , suite 1a",4825 butler road ,suite 1a,tickled pink boutique,glyndon,21071,MD,US,,,,PayPal Express Checkout,14.75,Stylist,,Low,web, Gold,,7
671,#1672,paid,9/21/16 18:39,fulfilled,yes,USD,288.0,0.0,0.0,288.0,,0.0,Free Shipping (Fedex Ground),9/21/16 18:39,24,2.0,,fulfilled,11 Cottrell Street,11 Cottrell Street,,Rochelle's of Mystic,Mystic,6355,CT,US,,,,Shopify Payments,0.0,vera,,Low,web, Olive,,144
672,#1673,paid,9/21/16 18:43,fulfilled,yes,USD,262.0,0.0,0.0,262.0,,0.0,Free Shipping (Fedex Ground),9/21/16 18:43,11,2.0,,fulfilled,381 Thames Street,381 Thames Street,,Rochelle's of Newport,Newport,2840,RI,US,,,,Shopify Payments,0.0,vera,,Low,web, Gray,,131
673,#1674,partially_refunded,,partial,yes,USD,51.25,9.39,0.0,60.64,,0.0,FedEx Ground,9/22/16 12:30,1,3.5,,pending,1523 N. Thompson Dr.,1523 N. Thompson Dr.,,Milamor NY,Bayshore,11706,NY,US,,,,Shopify Payments,25.5,Choker,,Low,web, Gray,,15
674,#1675,partially_refunded,,partial,yes,USD,252.75,0.0,0.0,252.75,,0.0,Free Shipping (Fedex Ground),9/22/16 21:26,3,4.75,,fulfilled,1317 Pine Cir.,1317 Pine Cir.,,Denara ,Downingtown ,19335,PA,US,,,,Shopify Payments,34.0,USJewelryhouse,,Low,web, Rhodium,,60
675,#1676,partially_refunded,,partial,yes,USD,42.28,9.39,0.0,51.67,,0.0,FedEx Ground,9/22/16 21:48,2,7.89,8.75,fulfilled,"3033 Wilson Blvd, Suite 420 c/o ACMA",3033 Wilson Blvd,Suite 420 c/o ACMA,Babes & Bombshells,Arlington,22201,VA,US,,,,Shopify Payments,19.5,Hush,,Low,web, Brown,,5
676,#1677,partially_refunded,,partial,yes,USD,199.25,42.37,0.0,241.62,,0.0,FedEx Priority Overnight Saturday Delivery,9/23/16 0:58,3,2.5,3.0,fulfilled,24 town house Rd ,24 town house Rd ,,Kiddie decor & more ,Durham ,6422,CT,US,"Can you ship this today please , I'm
Doing a fair and I need them fast ",,,Shopify Payments,8.0,POMINA,,Low,web, Black,,43
677,#1678,partially_refunded,,partial,no,USD,199.99,9.39,0.0,209.38,,0.0,FedEx Ground,9/23/16 12:03,2,3.0,6.75,fulfilled,2077 West Shore Rd Unit 1,2077 West Shore Rd Unit 1,,Aura,Warwick,2889,RI,US,,,,Shopify Payments,55.99,core,,Low,web, Black,,47
678,#1679,partially_refunded,,partial,yes,USD,79.02,9.39,0.0,88.41,,0.0,FedEx Ground,9/23/16 15:55,2,7.0,6.75,pending,480 potter blvd,480 potter blvd,,dls,brightwaters,11718,NY,US,,,,PayPal Express Checkout,27.98,Jennifer,,Low,web, Green,,8
679,#1680,partially_refunded,,partial,yes,USD,108.5,10.44,0.0,118.94,,0.0,FedEx Ground,9/23/16 20:33,1,7.5,11.25,fulfilled,301 Cedar Ave. N.,301 Cedar Ave. N.,,Kristi's,Owatonna,55060,MN,US,,,,Shopify Payments,28.5,USJewelryhouse,,Low,web,Beads Bohemian Bracelet,,10
680,#1681,paid,9/24/16 0:37,fulfilled,yes,USD,67.5,9.39,0.0,76.89,,0.0,FedEx Ground,9/24/16 0:37,1,24.75,,fulfilled,5 Aspen Drive,5 Aspen Drive,,Jer Jer,North Caldwell,7006,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Black,,5
681,#1682,partially_refunded,,partial,yes,USD,41.0,9.39,0.0,50.39,,0.0,FedEx Ground,9/24/16 11:22,1,2.5,,fulfilled,14431 Old Bond St,14431 Old Bond St,,Innocent Beauty Collections,Chesterfield,23832,VA,US,,,,PayPal Express Checkout,5.25,USJewelryhouse,,Low,web, Gold,,13
682,#1683,partially_refunded,,partial,yes,USD,203.5,9.39,0.0,212.89,,0.0,FedEx Ground,9/24/16 13:52,1,2.75,8.75,fulfilled,25 Cumberland Rd,25 Cumberland Rd,,Direct Jewelry,Reading,1867,MA,US,,,,Shopify Payments,57.94,POMINA,,Low,web, Gold,,40
683,#1684,partially_refunded,,partial,no,USD,692.1,0.0,0.0,692.1,10OFF500,76.9,Free Shipping (Fedex Ground),9/24/16 17:03,2,3.0,5.0,fulfilled,116 W. CENTRAL AVE.,116 W. CENTRAL AVE.,,LABEL,BENTONVILLE,72712,AR,US,,,,Shopify Payments,145.57,USJewelryhouse,,Low,web, Multi,,143
684,#1685,partially_refunded,,partial,yes,USD,255.94,0.0,0.0,255.94,,0.0,Free Shipping (Fedex Ground),9/24/16 17:49,2,4.75,9.25,fulfilled,12216 Ocean Gtwy Ste 900,12216 Ocean Gtwy Ste 900,,BomShell Boutique,Ocean City,21842-9461,MD,US,,,,PayPal Express Checkout,136.9,USJewelryhouse,,Low,web, Navy,,39
685,#1686,partially_refunded,,unfulfilled,yes,USD,460.0,0.0,0.0,460.0,,0.0,Free Shipping (Fedex Ground),9/24/16 19:55,2,5.5,,pending,130 E College Ave,130 E College Ave,,A J Fine and Company,State College,16801-4130,PA,US,,,,Shopify Payments,117.5,Hush,,Low,web, Natural,,126
686,#1687,partially_refunded,,partial,yes,USD,481.25,0.0,0.0,481.25,,0.0,Free Shipping (Fedex Ground),9/24/16 20:43,1,10.75,,fulfilled,130 E College Ave,130 E College Ave,,A J Fine and Company,State College,16801-4130,PA,US,"This is my second order this evening. I'm s great in store customer and always receive 15% discount. I always ship COD but can't using your website. Must pay by credit card. Please combine both orders to reduce shipping charges.
Thanks
Art Fine
814-360-8048 call with questions",,,Shopify Payments,153.25,USJewelryhouse,,Low,web, Natural,,185
687,#1688,partially_refunded,,partial,yes,USD,256.75,0.0,0.0,256.75,,0.0,Free Shipping (Fedex Ground),9/25/16 14:27,2,3.0,,fulfilled,"945 BOARDMAN-CANFIELD RD, 4",945 BOARDMAN-CANFIELD RD,4,POSSESSIONS,BOARDMAN,44512,OH,US,,,,Shopify Payments,50.75,Dorothy,,Low,web, Rhodium,,46
688,#1689,partially_refunded,,partial,yes,USD,79.0,9.39,0.0,88.39,,0.0,FedEx Ground,9/26/16 9:30,1,4.75,,fulfilled,69 Lucerne Road,69 Lucerne Road,,Glossy Design,Springfield,1119,MA,US,,,,Shopify Payments,9.75,USJewelryhouse,,Low,web, Gold,,16
689,#1690,partially_refunded,,partial,no,USD,74.0,11.96,0.0,85.96,,0.0,FedEx Ground,9/26/16 13:29,1,6.0,,fulfilled,101 A Avenue,101 A Avenue,,"New to You, Simply Posh",Lake Oswego,97034,OR,US,,,,Shopify Payments,30.0,USJewelryhouse,,Low,web, Gray,,14
690,#1691,partially_refunded,,unfulfilled,yes,USD,124.75,9.39,0.0,134.14,,0.0,FedEx Ground,9/26/16 14:58,1,4.75,6.75,pending,1459 Canterbury Rd,1459 Canterbury Rd,,Dress-a-Head,Lakewood,8701,NJ,US,,,,Shopify Payments,17.38,POMINA,,Low,web, Silver,,26
691,#1692,pending,,unfulfilled,yes,USD,1519.43,0.0,0.0,1519.43,10OFF500,168.82,Free Shipping (Fedex Ground),9/26/16 17:53,3,30.0,,pending,"777 NW 72ND AVE STE 1001, 1001",777 NW 72ND AVE STE 1001,1001,U.S. Jewelry House of Florida,miami,33126,FL,US,"Please Add 6 pcs ""Denim Color"" of Leather Jacket Fun Patch Clutch(HACC30006)",,,Cash on Delivery (COD),0.0,3AM,,Low,web, Black,,92
692,#1693,partially_refunded,,partial,yes,USD,421.25,0.0,0.0,421.25,,0.0,Free Shipping (Fedex Ground),9/26/16 22:13,2,9.0,18.0,pending,169 West Front St.,169 West Front St.,,Carla Gizzi - Jewelry & home decor,Red Bank,7701,NJ,US,,,,Shopify Payments,130.5,CODE22,,Low,web, American Flag Shawl,,84
693,#1694,paid,9/27/16 12:04,unfulfilled,yes,USD,155.0,10.44,0.0,165.44,,0.0,FedEx Ground,9/27/16 12:04,1,155.0,,pending,3310 Oakmont Terrace,3310 Oakmont Terrace,,Remember me Jewelry,Longwood,32779,FL,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,1
694,#1695,partially_refunded,,partial,no,USD,305.0,0.0,0.0,305.0,,0.0,Free Shipping (Fedex Ground),9/27/16 13:08,5,9.0,5.25,pending,96 Wharf street,96 Wharf street,,Ocean Chic,Salem,1970,MA,US,,,,Shopify Payments,138.5,USJewelryhouse,,Low,web, Ivory,,49
695,#1696,partially_refunded,,partial,yes,USD,81.5,9.39,0.0,90.89,,0.0,FedEx Ground,9/27/16 13:18,1,4.5,5.25,pending,"300 Red Brook Boulevard, Suite 300",300 Red Brook Boulevard,Suite 300,"Mint, LLC",Owings Mills,21117,MD,US,,,,Shopify Payments,25.75,Accessories,,Low,web, Emerald,,20
696,#1697,partially_refunded,,partial,yes,USD,81.5,44.06,0.0,125.56,,0.0,FedEx International Economy,9/27/16 15:06,1,4.0,,fulfilled,Calle Mimosa 33 Santa Maria,Calle Mimosa 33 Santa Maria,,Soraya Accesorios,San Juan,927,PR,US,,,,PayPal Express Checkout,22.75,Jennifer,,Low,web, Rhodium,,18
697,#1698,paid,9/27/16 16:39,fulfilled,yes,USD,35.25,9.98,0.0,45.23,,0.0,FedEx Ground,9/27/16 16:39,6,3.0,,fulfilled,"10 WITHERELL ST, APT 505",10 WITHERELL ST,APT 505,One Stitch Away,DETROIT,48226-1675,MI,US,,,,Shopify Payments,0.0,Dorothy,,Low,web, Matte Gold,,12
698,#1699,partially_refunded,,partial,yes,USD,56.25,11.96,0.0,68.21,,0.0,FedEx Ground,9/27/16 16:44,1,3.0,3.0,fulfilled,2035 S. Alma School RD,2035 S. Alma School RD,,Sunny's Hair and Wigs,Mesa,85210,AZ,US,,,,Shopify Payments,2.0,vera,,Low,web, Brown,,11
699,#1700,paid,9/28/16 14:21,unfulfilled,yes,USD,161.0,11.96,0.0,172.96,,0.0,FedEx Ground,9/28/16 14:21,1,161.0,,pending,"920 16ST, SUITE E",920 16ST,SUITE E,FLEUR DE LIS,MODESTO,95354,CA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,1
700,#1701,partially_refunded,,partial,yes,USD,989.78,0.0,0.0,989.78,10OFF500,109.97,Free Shipping (Fedex Ground),9/28/16 14:58,6,4.0,,fulfilled,744 brisa del mar dr,744 brisa del mar dr,,fasha,el paso,79912,TX,US,,,,Shopify Payments,195.31,Jennifer,,Low,web, Black,,155
701,#1702,paid,9/28/16 15:11,fulfilled,yes,USD,24.0,10.44,0.0,34.44,,0.0,FedEx Ground,9/28/16 15:11,1,8.5,,fulfilled,"1101 east grand avenue, O-11",1101 east grand avenue,O-11,you wish it,carbondale,62901,IL,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,Initial Pendant Necklace,,2
702,#1703,pending,,unfulfilled,yes,USD,9358.2,0.0,0.0,9358.2,10OFF500,1039.8,Free Shipping (Fedex Ground),9/28/16 15:47,27,2.0,14.5,pending,1121 Jackson st NE,1121 Jackson st NE,,Primp Boutique,Minneapolis,55413,MN,US,,,,Cash on Delivery (COD),0.0,Fresh,,Low,web, Rhodium,,1743
703,#1704,partially_refunded,,unfulfilled,yes,USD,411.25,0.0,0.0,411.25,,0.0,Free Shipping (Fedex Ground),9/29/16 10:35,1,2.5,7.75,pending,28 jfk blvd,28 jfk blvd,,sunsations,sea isle city ,8243,NJ,US,,,,Shopify Payments,23.0,IT'S sense,,Low,web, Rhodium,,67
704,#1705,partially_refunded,,partial,yes,USD,56.25,9.39,0.0,65.64,,0.0,FedEx Ground,9/29/16 16:51,1,15.75,,fulfilled,727 Front street apt 213,727 Front street apt 213,,Diamalaye,Woonsocket,2895,RI,US,,,,Shopify Payments,6.5,ruff-skch,,Low,web, Glass Statement Necklace ,,5
705,#1706,partially_refunded,,partial,yes,USD,98.75,10.44,0.0,109.19,,0.0,FedEx Ground,9/29/16 18:09,1,3.0,6.5,fulfilled,30425 n. woodridge court,30425 n. woodridge court,,jartisa/what she wnats,libertyville,60048,IL,US,,,,Shopify Payments,22.5,USJewelryhouse,,Low,web, Brown,,22
706,#1707,partially_refunded,,unfulfilled,yes,USD,376.0,0.0,0.0,376.0,,0.0,Free Shipping (Fedex Ground),9/30/16 13:25,2,6.5,,pending,140 monroe turnpike,140 monroe turnpike,,jodavi salon,trumbull,6611,CT,US,,,,Shopify Payments,40.0,USJewelryhouse,,Low,web, Rhodium,,18
707,#1708,paid,9/30/16 14:52,fulfilled,yes,USD,225.0,9.39,0.0,234.39,,0.0,FedEx Ground,9/30/16 14:52,2,3.5,,fulfilled,2203 merrick rd,2203 merrick rd,,Lets Accessorize LLC,merrick,11566,NY,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Gray,,36
708,#1709,partially_refunded,,partial,yes,USD,307.25,0.0,0.0,307.25,,0.0,Free Shipping (Fedex Ground),9/30/16 15:58,7,6.75,,fulfilled,"30619 Pinetree Road, Landerwood Plaza",30619 Pinetree Road,Landerwood Plaza,kNUTH'S,Pepper Pike,44124,OH,US,,,,Shopify Payments,28.0,USJewelryhouse,,Low,web, Black,,71
709,#1710,partially_refunded,,partial,yes,USD,134.0,13.55,0.0,147.55,,0.0,FedEx Ground,9/30/16 22:20,4,4.25,5.0,fulfilled,465 E. Hill St.,465 E. Hill St.,,Candie Cooper//D S,Wabash,46992,IN,US,,,,PayPal Express Checkout,4.0,ruff-skch,,Low,web, White,,32
710,#1711,partially_refunded,,partial,yes,USD,76.75,9.39,0.0,86.14,,0.0,FedEx Ground,9/30/16 23:31,1,8.75,,fulfilled,5 Aspen Drive,5 Aspen Drive,,Jer Jer,North Caldwell,7006,NJ,US,Please add missing short gold thick coil necklace and bracelet that was missing from last order . Thank you ,,,PayPal Express Checkout,7.75,USJewelryhouse,,Low,web, Pearl,,7
711,#1712,partially_refunded,,partial,yes,USD,255.0,0.0,0.0,255.0,,0.0,Free Shipping (Fedex Ground),10/1/16 16:24,1,10.0,,fulfilled,5524 main st ,5524 main st ,,jacqueline shoppe,williamsville,14221,NY,US,,,,Shopify Payments,7.5,VIOLA,,Low,web, Gold,,26
712,#1713,partially_refunded,,partial,yes,USD,259.52,0.0,0.0,259.52,,0.0,Free Shipping (Fedex Ground),10/1/16 23:21,2,3.75,5.0,fulfilled,169 west evans street,169 west evans street,,Ella's Boutique Etcete'ra,Florence,29501,SC,US,,,,Shopify Payments,47.28,Vivace,,Low,web, Rhodium,,41
713,#1714,paid,10/2/16 0:00,fulfilled,no,USD,153.25,10.74,0.0,163.99,,0.0,FedEx Ground,10/2/16 0:00,1,15.25,,fulfilled,"8401 NW 17th Street, #22-11686",8401 NW 17th Street,#22-11686,The Finishing Touch,Miami,33126,FL,US,,,,Shopify Payments,0.0,ruff-skch,,Low,web, Glass Statement Necklace ,,19
714,#1715,partially_refunded,,partial,yes,USD,139.5,9.39,0.0,148.89,,0.0,FedEx Ground,10/2/16 17:52,1,9.5,7.0,pending,54 Girard St. N.E.,54 Girard St. N.E.,,LaLa's ,Washington,20002,DC,US,,,,Shopify Payments,41.0,Sophia Collections,,Low,web, Gray,,33
715,#1716,partially_refunded,,partial,yes,USD,304.08,0.0,0.0,304.08,,0.0,Free Shipping (Fedex Ground),10/3/16 8:38,3,5.25,6.0,pending,1285 grandview avenue,1285 grandview avenue,,THREAD,Columbus,43212,OH,US,,,,PayPal Express Checkout,108.58,USJewelryhouse,,Low,web, Brown,,48
716,#1717,partially_refunded,,partial,yes,USD,222.75,9.36,0.0,232.11,,0.0,FedEx Ground,10/3/16 12:52,1,14.0,9.75,pending,"95 SOCKANOSSET CROSS ROAD, SUITE 205",95 SOCKANOSSET CROSS ROAD,SUITE 205,JUST JULEZ,CRANSTON,2920,RI,US,,,,Shopify Payments,60.75,romance,,Low,web, Natural,,22
717,#1718,partially_refunded,,partial,yes,USD,262.0,0.0,0.0,262.0,,0.0,Free Shipping (Fedex Ground),10/3/16 13:02,3,4.0,,pending,303 Linwood Ave,303 Linwood Ave,,Initial Reaction,Fairfield,6824,CT,US,,,,Shopify Payments,51.5,Dorothy,,Low,web, Black,,43
718,#1719,partially_refunded,,partial,no,USD,100.75,9.36,0.0,110.11,,0.0,FedEx Ground,10/3/16 13:12,1,5.25,9.75,pending,"4825 butler road , suite 1a",4825 butler road ,suite 1a,tickled pink boutique,glyndon,21071,MD,US,,,,Shopify Payments,12.75,USJewelryhouse,,Low,web, Black,,19
719,#1720,pending,,unfulfilled,yes,USD,1178.1,0.0,0.0,1178.1,10OFF500,130.9,Free Shipping (Fedex Ground),10/3/16 14:17,6,23.0,,pending,"777 NW 72ND AVE, STE 1001",777 NW 72ND AVE,STE 1001,US Jewelry House of Florida,Miami,33126,FL,US,,,,Cash on Delivery (COD),0.0,3AM,,Low,web, Hematite,,223
720,#1721,partially_refunded,,fulfilled,yes,USD,55.0,9.36,0.0,64.36,,0.0,FedEx Ground,10/3/16 14:47,10,5.5,,fulfilled,96 Wharf street,96 Wharf street,,Ocean Chic,Salem,1970,MA,US,Please include free shipping (adding to my last order which chokers were out of stock). Thank you very much :),,,Shopify Payments,9.36,Fashion Choker,,Low,web,,,10
721,#1722,partially_refunded,,partial,yes,USD,427.0,0.0,0.0,427.0,,0.0,Free Shipping (Fedex Ground),10/3/16 14:55,2,8.25,,fulfilled,18 Market St,18 Market St,,edge of urge,Wilmington,28401,NC,US,,,,Shopify Payments,69.25,romance,,Low,web, Jet,,130
722,#1723,partially_refunded,,partial,yes,USD,431.25,0.0,0.0,431.25,,0.0,Free Shipping (Fedex Ground),10/3/16 20:43,2,4.75,5.75,fulfilled,1959 Wickford Road,1959 Wickford Road,,THREAD,Columbus,43221,OH,US,,,,PayPal Express Checkout,175.5,USJewelryhouse,,Low,web, Rhodium,,77
723,#1724,paid,10/4/16 8:33,fulfilled,yes,USD,188.18,9.36,0.0,197.54,,0.0,FedEx Ground,10/4/16 8:33,1,4.75,5.75,fulfilled,"450 W 42nd st, 41F",450 W 42nd st,41F,cg design,new york,10036,NY,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Navy,,36
724,#1725,paid,10/4/16 9:03,fulfilled,yes,USD,78.75,9.36,0.0,88.11,,0.0,FedEx Ground,10/4/16 9:03,1,15.75,,fulfilled,727 Front street apt 213,727 Front street apt 213,,Diamalaye,Woonsocket,2895,RI,US,,,,Shopify Payments,0.0,ruff-skch,,Low,web, Glass Statement Necklace ,,5
725,#1726,paid,10/4/16 11:50,fulfilled,yes,USD,258.5,0.0,0.0,258.5,,0.0,Free Shipping (Fedex Ground),10/4/16 11:50,2,15.0,,fulfilled,559 Spring Road,559 Spring Road,,Kie&Kate Couture,Elmhurst,60126,IL,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gray,,23
726,#1727,partially_refunded,,partial,yes,USD,512.15,0.0,0.0,512.15,10OFF500,56.9,Free Shipping (Fedex Ground),10/4/16 14:08,4,9.75,21.5,partial,40-12 Main Street #B7,40-12 Main Street #B7,,Chloe jewelry ,Flushing ,11354,NY,US,,,,Shopify Payments,66.16,USJewelryhouse,,Low,web, 1+,,42
727,#1728,partially_refunded,,partial,yes,USD,266.75,0.0,0.0,266.75,,0.0,Free Shipping (Fedex Ground),10/5/16 12:11,1,3.75,,fulfilled,9811 Clayton Rd,9811 Clayton Rd,,Shine Boutique,St Louis,63124,MO,US,,,,Shopify Payments,3.0,USJewelryhouse,,Low,web, Rhodium,,47
728,#1729,paid,10/6/16 12:14,fulfilled,yes,USD,11.0,25.49,0.0,36.49,,0.0,FedEx Standard Overnight,10/6/16 12:14,2,5.5,,fulfilled,2077 West Shore Rd Unit 1,2077 West Shore Rd Unit 1,,Aura,Warwick,2889,RI,US,,,,Shopify Payments,0.0,Fashion Choker,,Low,web,,,2
729,#1730,partially_refunded,,partial,no,USD,146.75,10.71,0.0,157.46,,0.0,FedEx Ground,10/6/16 15:04,1,4.0,7.5,pending,2705 Belmont Lane,2705 Belmont Lane,,"ILandhop, LLC",North Lauderdale,33068,FL,US,,,,PayPal Express Checkout,21.75,andante,,High,web, Silver,,24
730,#1731,partially_refunded,,partial,yes,USD,383.75,0.0,0.0,383.75,,0.0,Free Shipping (Fedex Ground),10/6/16 15:22,3,13.25,,partial,1285 grandview avenue,1285 grandview avenue,,THREAD,Columbus,43212,OH,US,,,,PayPal Express Checkout,71.0,romance,,Low,web, Gray,,74
731,#1732,partially_refunded,,partial,yes,USD,276.75,0.0,0.0,276.75,,0.0,Free Shipping (Fedex Ground),10/6/16 18:16,1,9.75,,fulfilled,5019 Hi View Ave ,5019 Hi View Ave ,,Rack + Clutch,Saint Louis ,63119,MO,US,,,,Shopify Payments,40.75,ruff-skch,,Low,web, Glass Statement Necklace ,,51
732,#1733,partially_refunded,,partial,yes,USD,133.75,10.41,0.0,144.16,,0.0,FedEx Ground,10/7/16 23:30,4,2.0,4.5,fulfilled,1000 Speckledwood Manor Ct.,1000 Speckledwood Manor Ct.,,BLING Jewelry,Chesterfield,63017,MO,US,,,,Shopify Payments,48.25,IT'S sense,,Low,web, Black,,36
733,#1734,partially_refunded,,partial,yes,USD,505.0,0.0,0.0,505.0,,0.0,Free Shipping (Fedex Ground),10/9/16 15:27,4,20.0,,fulfilled,1285 Grandview Avenue,1285 Grandview Avenue,,THREAD,Columbus,43212,OH,US,,,,PayPal Express Checkout,122.5,CODE22,,Low,web, S / Gray,,45
734,#1735,partially_refunded,,partial,yes,USD,78.5,9.36,0.0,87.86,,0.0,FedEx Ground,10/9/16 15:49,1,10.0,7.0,fulfilled,54 Girard St. N.E.,54 Girard St. N.E.,,LaLa's ,Washington,20002,DC,US,,,,Shopify Payments,15.25,Hush,,Low,web, Natural,,22
735,#1736,paid,10/10/16 6:04,fulfilled,yes,USD,59.5,9.36,0.0,68.86,,0.0,FedEx Ground,10/10/16 6:04,2,5.25,,fulfilled,14431 Old Bond St,14431 Old Bond St,,Innocent Beauty Collections,Chesterfield,23832,VA,US,,,,PayPal Express Checkout,0.0,Hush,,Low,web, Vitrail,,8
736,#1737,partially_refunded,,partial,yes,USD,63.0,9.36,0.0,72.36,,0.0,FedEx Ground,10/10/16 9:55,2,5.0,,fulfilled,43 Samworth Rd,43 Samworth Rd,,NES Group,Clifton,7012,NJ,US,,,,Shopify Payments,8.5,USJewelryhouse,,Low,web, Silver,,13
737,#1738,partially_refunded,,partial,yes,USD,254.75,0.0,0.0,254.75,,0.0,Free Shipping (Fedex Ground),10/10/16 14:32,1,21.0,,fulfilled,11 Roselawn Lane,11 Roselawn Lane,,Adornables by Star,Malvern,19355,PA,US,Gina - switch out the 2 navy vests for the 2 black please!  Check on the 10% off with the Manager..thanks!,,,PayPal Express Checkout,7.0,USJewelryhouse,,Low,web, M / Navy,,35
738,#1739,paid,10/10/16 15:08,fulfilled,yes,USD,457.65,0.0,0.0,457.65,10OFF500,50.85,Free Shipping (Fedex Ground),10/10/16 15:08,5,15.0,,fulfilled,1285 Grandview Avenue,1285 Grandview Avenue,,THREAD,Columbus,43212,OH,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Red,,35
739,#1740,partially_refunded,,partial,yes,USD,392.5,0.0,0.0,392.5,,0.0,Free Shipping (Fedex Ground),10/10/16 15:43,2,3.75,,fulfilled,"10 west 33rd street room 210 , 210",10 west 33rd street room 210 ,210,Statement Accessories ,New york ,10001,NY,US,,,,Shopify Payments,61.5,USJewelryhouse,,Low,web, Rustic Gold,,58
